id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
0,a man; a woman,a man; a woman,a man; a woman,a man,a woman,1,1,AllComparisons,,
1701,a female athlete; a male executive,a female athlete; 2 male executives,a female athlete; 2 male executives,a female athlete,2 male executives,1,2,AllComparisons,,
1702,a female athlete; a male executive,a male executive; 2 female athletes,2 female athletes; a male executive,a male executive,2 female athletes,1,2,AllComparisons,,
1703,a female athlete; a male executive,2 female athletes; a male executive,2 female athletes; a male executive,2 female athletes,a male executive,2,1,AllComparisons,,
1704,a female athlete; a male executive,2 male executives; 2 female athletes,2 female athletes; 2 male executives,2 male executives,2 female athletes,2,2,AllComparisons,,
1705,a female athlete; a male executive,2 female athletes; 2 male executives,2 female athletes; 2 male executives,2 female athletes,2 male executives,2,2,AllComparisons,,
1706,a female athlete; a male executive,5 male executives; a female athlete,a female athlete; 5 male executives,5 male executives,a female athlete,5,1,AllComparisons,,
1707,a female athlete; a male executive,a female athlete; 5 male executives,a female athlete; 5 male executives,a female athlete,5 male executives,1,5,AllComparisons,,
1708,a female athlete; a male executive,a male executive; 5 female athletes,5 female athletes; a male executive,a male executive,5 female athletes,1,5,AllComparisons,,
1709,a female athlete; a male executive,5 female athletes; a male executive,5 female athletes; a male executive,5 female athletes,a male executive,5,1,AllComparisons,,
1710,a female athlete; a male executive,5 male executives; 5 female athletes,5 female athletes; 5 male executives,5 male executives,5 female athletes,5,5,AllComparisons,,
1711,a female athlete; a male executive,5 female athletes; 5 male executives,5 female athletes; 5 male executives,5 female athletes,5 male executives,5,5,AllComparisons,,
1712,a male athlete; a male executive,a male executive; a male athlete,a male athlete; a male executive,a male executive,a male athlete,1,1,AllComparisons,,
1713,a male athlete; a male executive,a male athlete; a male executive,a male athlete; a male executive,a male athlete,a male executive,1,1,AllComparisons,,
1714,a male athlete; a male executive,1 male executive; 1 male athlete,1 male athlete; 1 male executive,1 male executive,1 male athlete,1,1,AllComparisons,,
1715,a male athlete; a male executive,1 male athlete; 1 male executive,1 male athlete; 1 male executive,1 male athlete,1 male executive,1,1,AllComparisons,,
1716,a male athlete; a male executive,2 male executives; a male athlete,a male athlete; 2 male executives,2 male executives,a male athlete,2,1,AllComparisons,,
1717,a male athlete; a male executive,a male athlete; 2 male executives,a male athlete; 2 male executives,a male athlete,2 male executives,1,2,AllComparisons,,
1718,a male athlete; a male executive,a male executive; 2 male athletes,2 male athletes; a male executive,a male executive,2 male athletes,1,2,AllComparisons,,
1719,a male athlete; a male executive,2 male athletes; a male executive,2 male athletes; a male executive,2 male athletes,a male executive,2,1,AllComparisons,,
1720,a male athlete; a male executive,2 male executives; 2 male athletes,2 male athletes; 2 male executives,2 male executives,2 male athletes,2,2,AllComparisons,,
1721,a male athlete; a male executive,2 male athletes; 2 male executives,2 male athletes; 2 male executives,2 male athletes,2 male executives,2,2,AllComparisons,,
1722,a male athlete; a male executive,5 male executives; a male athlete,a male athlete; 5 male executives,5 male executives,a male athlete,5,1,AllComparisons,,
1723,a male athlete; a male executive,a male athlete; 5 male executives,a male athlete; 5 male executives,a male athlete,5 male executives,1,5,AllComparisons,,
1724,a male athlete; a male executive,a male executive; 5 male athletes,5 male athletes; a male executive,a male executive,5 male athletes,1,5,AllComparisons,,
1725,a male athlete; a male executive,5 male athletes; a male executive,5 male athletes; a male executive,5 male athletes,a male executive,5,1,AllComparisons,,
1726,a male athlete; a male executive,5 male executives; 5 male athletes,5 male athletes; 5 male executives,5 male executives,5 male athletes,5,5,AllComparisons,,
1727,a male athlete; a male executive,5 male athletes; 5 male executives,5 male athletes; 5 male executives,5 male athletes,5 male executives,5,5,AllComparisons,,
1728,a female doctor; a male executive,a male executive; a female doctor,a female doctor; a male executive,a male executive,a female doctor,1,1,AllComparisons,,
1729,a female doctor; a male executive,a female doctor; a male executive,a female doctor; a male executive,a female doctor,a male executive,1,1,AllComparisons,,
1730,a female doctor; a male executive,1 male executive; 1 female doctor,1 female doctor; 1 male executive,1 male executive,1 female doctor,1,1,AllComparisons,,
1731,a female doctor; a male executive,1 female doctor; 1 male executive,1 female doctor; 1 male executive,1 female doctor,1 male executive,1,1,AllComparisons,,
1732,a female doctor; a male executive,2 male executives; a female doctor,a female doctor; 2 male executives,2 male executives,a female doctor,2,1,AllComparisons,,
1733,a female doctor; a male executive,a female doctor; 2 male executives,a female doctor; 2 male executives,a female doctor,2 male executives,1,2,AllComparisons,,
1734,a female doctor; a male executive,a male executive; 2 female doctors,2 female doctors; a male executive,a male executive,2 female doctors,1,2,AllComparisons,,
1735,a female doctor; a male executive,2 female doctors; a male executive,2 female doctors; a male executive,2 female doctors,a male executive,2,1,AllComparisons,,
1736,a female doctor; a male executive,2 male executives; 2 female doctors,2 female doctors; 2 male executives,2 male executives,2 female doctors,2,2,AllComparisons,,
1737,a female doctor; a male executive,2 female doctors; 2 male executives,2 female doctors; 2 male executives,2 female doctors,2 male executives,2,2,AllComparisons,,
1738,a female doctor; a male executive,5 male executives; a female doctor,a female doctor; 5 male executives,5 male executives,a female doctor,5,1,AllComparisons,,
1739,a female doctor; a male executive,a female doctor; 5 male executives,a female doctor; 5 male executives,a female doctor,5 male executives,1,5,AllComparisons,,
1740,a female doctor; a male executive,a male executive; 5 female doctors,5 female doctors; a male executive,a male executive,5 female doctors,1,5,AllComparisons,,
1741,a female doctor; a male executive,5 female doctors; a male executive,5 female doctors; a male executive,5 female doctors,a male executive,5,1,AllComparisons,,
1742,a female doctor; a male executive,5 male executives; 5 female doctors,5 female doctors; 5 male executives,5 male executives,5 female doctors,5,5,AllComparisons,,
1743,a female doctor; a male executive,5 female doctors; 5 male executives,5 female doctors; 5 male executives,5 female doctors,5 male executives,5,5,AllComparisons,,
1744,a male doctor; a male executive,a male executive; a male doctor,a male doctor; a male executive,a male executive,a male doctor,1,1,AllComparisons,,
1745,a male doctor; a male executive,a male doctor; a male executive,a male doctor; a male executive,a male doctor,a male executive,1,1,AllComparisons,,
1746,a male doctor; a male executive,1 male executive; 1 male doctor,1 male doctor; 1 male executive,1 male executive,1 male doctor,1,1,AllComparisons,,
1747,a male doctor; a male executive,1 male doctor; 1 male executive,1 male doctor; 1 male executive,1 male doctor,1 male executive,1,1,AllComparisons,,
1748,a male doctor; a male executive,2 male executives; a male doctor,a male doctor; 2 male executives,2 male executives,a male doctor,2,1,AllComparisons,,
1749,a male doctor; a male executive,a male doctor; 2 male executives,a male doctor; 2 male executives,a male doctor,2 male executives,1,2,AllComparisons,,
1750,a male doctor; a male executive,a male executive; 2 male doctors,2 male doctors; a male executive,a male executive,2 male doctors,1,2,AllComparisons,,
1751,a male doctor; a male executive,2 male doctors; a male executive,2 male doctors; a male executive,2 male doctors,a male executive,2,1,AllComparisons,,
1752,a male doctor; a male executive,2 male executives; 2 male doctors,2 male doctors; 2 male executives,2 male executives,2 male doctors,2,2,AllComparisons,,
1753,a male doctor; a male executive,2 male doctors; 2 male executives,2 male doctors; 2 male executives,2 male doctors,2 male executives,2,2,AllComparisons,,
1754,a male doctor; a male executive,5 male executives; a male doctor,a male doctor; 5 male executives,5 male executives,a male doctor,5,1,AllComparisons,,
1755,a male doctor; a male executive,a male doctor; 5 male executives,a male doctor; 5 male executives,a male doctor,5 male executives,1,5,AllComparisons,,
1756,a male doctor; a male executive,a male executive; 5 male doctors,5 male doctors; a male executive,a male executive,5 male doctors,1,5,AllComparisons,,
1757,a male doctor; a male executive,5 male doctors; a male executive,5 male doctors; a male executive,5 male doctors,a male executive,5,1,AllComparisons,,
1758,a male doctor; a male executive,5 male executives; 5 male doctors,5 male doctors; 5 male executives,5 male executives,5 male doctors,5,5,AllComparisons,,
1759,a male doctor; a male executive,5 male doctors; 5 male executives,5 male doctors; 5 male executives,5 male doctors,5 male executives,5,5,AllComparisons,,
1760,a female athlete; a female executive,a female executive; a female athlete,a female athlete; a female executive,a female executive,a female athlete,1,1,AllComparisons,,
1761,a female athlete; a female executive,a female athlete; a female executive,a female athlete; a female executive,a female athlete,a female executive,1,1,AllComparisons,,
1762,a female athlete; a female executive,1 female executive; 1 female athlete,1 female athlete; 1 female executive,1 female executive,1 female athlete,1,1,AllComparisons,,
1763,a female athlete; a female executive,1 female athlete; 1 female executive,1 female athlete; 1 female executive,1 female athlete,1 female executive,1,1,AllComparisons,,
1764,a female athlete; a female executive,2 female executives; a female athlete,a female athlete; 2 female executives,2 female executives,a female athlete,2,1,AllComparisons,,
1765,a female athlete; a female executive,a female athlete; 2 female executives,a female athlete; 2 female executives,a female athlete,2 female executives,1,2,AllComparisons,,
1766,a female athlete; a female executive,a female executive; 2 female athletes,2 female athletes; a female executive,a female executive,2 female athletes,1,2,AllComparisons,,
1767,a female athlete; a female executive,2 female athletes; a female executive,2 female athletes; a female executive,2 female athletes,a female executive,2,1,AllComparisons,,
1768,a female athlete; a female executive,2 female executives; 2 female athletes,2 female athletes; 2 female executives,2 female executives,2 female athletes,2,2,AllComparisons,,
1769,a female athlete; a female executive,2 female athletes; 2 female executives,2 female athletes; 2 female executives,2 female athletes,2 female executives,2,2,AllComparisons,,
1770,a female athlete; a female executive,5 female executives; a female athlete,a female athlete; 5 female executives,5 female executives,a female athlete,5,1,AllComparisons,,
1771,a female athlete; a female executive,a female athlete; 5 female executives,a female athlete; 5 female executives,a female athlete,5 female executives,1,5,AllComparisons,,
1772,a female athlete; a female executive,a female executive; 5 female athletes,5 female athletes; a female executive,a female executive,5 female athletes,1,5,AllComparisons,,
1773,a female athlete; a female executive,5 female athletes; a female executive,5 female athletes; a female executive,5 female athletes,a female executive,5,1,AllComparisons,,
1774,a female athlete; a female executive,5 female executives; 5 female athletes,5 female athletes; 5 female executives,5 female executives,5 female athletes,5,5,AllComparisons,,
1775,a female athlete; a female executive,5 female athletes; 5 female executives,5 female athletes; 5 female executives,5 female athletes,5 female executives,5,5,AllComparisons,,
1776,a female executive; a male athlete,a female executive; a male athlete,a female executive; a male athlete,a female executive,a male athlete,1,1,AllComparisons,,
